"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CWC15",1.29403285201764e-23,-0.349902782979493,0.139,0.277,2.64383851995723e-19,"B_Cells","CWC15"
"DECR1",1.31178877464286e-23,-0.326289147966681,0.112,0.249,2.68011564547283e-19,"B_Cells","DECR1"
"MAGOH",1.3750384722963e-23,-0.363537410896201,0.18,0.32,2.80934110274857e-19,"B_Cells","MAGOH"
"PHLDA1.1",1.4385035951324e-23,-0.445232703622353,0.011,0.116,2.93900669521501e-19,"B_Cells","PHLDA1"
"SPSB1.1",1.46458399713481e-23,-0.287484128566435,0.016,0.125,2.99229156454613e-19,"B_Cells","SPSB1"
"PTPN12",1.4770685414856e-23,-0.282117287650016,0.032,0.151,3.01779873710924e-19,"B_Cells","PTPN12"
"MEDAG.1",1.51739267378017e-23,-0.314608406776032,0.006,0.109,3.10018497180026e-19,"B_Cells","MEDAG"
"MAOA",1.63406024303488e-23,-0.254610749687179,0.002,0.102,3.33854848254456e-19,"B_Cells","MAOA"
"NDUFB10",1.64980067109176e-23,-0.424426703713289,0.403,0.483,3.37070775110757e-19,"B_Cells","NDUFB10"
"OST4",1.76929195455947e-23,-0.270874320892566,0.775,0.794,3.61484039236045e-19,"B_Cells","OST4"
"SLFN5",1.81853512454197e-23,-0.299050276131447,0.011,0.116,3.71544911295169e-19,"B_Cells","SLFN5"
"HSPA5",1.82336394308362e-23,-0.483100886878412,0.523,0.585,3.72531487211414e-19,"B_Cells","HSPA5"
"PI16.1",1.89576974432974e-23,-0.732603956201832,0.027,0.139,3.87324716464009e-19,"B_Cells","PI16"
"SLCO2B1.1",2.06589586243331e-23,-0.340366526211349,0.012,0.117,4.22083183653749e-19,"B_Cells","SLCO2B1"
"JAG1.1",2.11503175011079e-23,-0.294749634281348,0.012,0.118,4.32122136865136e-19,"B_Cells","JAG1"
"TMEM165",2.2637824477632e-23,-0.369819261451506,0.197,0.339,4.62513391902499e-19,"B_Cells","TMEM165"
"ACSL1.1",2.3818148170406e-23,-0.37083097165977,0.034,0.151,4.86628585269565e-19,"B_Cells","ACSL1"
"RBP7",2.51018040585307e-23,-0.577854468881575,0.017,0.126,5.1285495871984e-19,"B_Cells","RBP7"
"ZNF385D",2.51873396957133e-23,-0.259569515524667,0.003,0.103,5.14602537323118e-19,"B_Cells","ZNF385D"
"AGTRAP",2.51949637356604e-23,-0.32370932985653,0.054,0.176,5.14758304083278e-19,"B_Cells","AGTRAP"
"CSF1.1",2.56097155686472e-23,-0.270262506055202,0.004,0.105,5.23232098783032e-19,"B_Cells","CSF1"
"SEP15",2.63253764580832e-23,-0.351066604449872,0.51,0.577,5.37853766415097e-19,"B_Cells","SEP15"
"CYYR1.1",2.79120072913281e-23,-0.370769249114517,0.012,0.117,5.70270220969125e-19,"B_Cells","CYYR1"
"CSF1R.1",2.83770665052692e-23,-0.535002601622031,0.033,0.147,5.79771845769156e-19,"B_Cells","CSF1R"
"TROVE2",3.16286609371106e-23,-0.306599877009556,0.126,0.273,6.46205171606106e-19,"B_Cells","TROVE2"
"TSPAN8.1",3.46123247312581e-23,-0.421167521720721,0.01,0.113,7.07164406584334e-19,"B_Cells","TSPAN8"
"SCOC.1",3.50279300534078e-23,-0.369857972135805,0.124,0.256,7.15655638921174e-19,"B_Cells","SCOC"
"HNRNPM",3.77883634625316e-23,-0.365055943357623,0.383,0.503,7.72054053902983e-19,"B_Cells","HNRNPM"
"ACTR1A",3.90642480198063e-23,-0.341565139185367,0.107,0.24,7.98121651292663e-19,"B_Cells","ACTR1A"
"PHB",4.1909817148744e-23,-0.359384063470824,0.205,0.341,8.56259474165989e-19,"B_Cells","PHB"
"ARRB2.1",4.28108802941781e-23,-0.436588749777404,0.064,0.192,8.74669095290352e-19,"B_Cells","ARRB2"
"FSCN1",4.29343673992742e-23,-0.28748436013357,0.015,0.122,8.77192060334571e-19,"B_Cells","FSCN1"
"PDGFRL.1",4.72587387048027e-23,-0.378403122811045,0.015,0.121,9.65543290477824e-19,"B_Cells","PDGFRL"
"PLAU",5.06794975552927e-23,-0.384239267991461,0.018,0.126,1.03543281455219e-18,"B_Cells","PLAU"
"ZNF703",5.3826005898781e-23,-0.285578829504488,0.011,0.115,1.09971912651799e-18,"B_Cells","ZNF703"
"NIPSNAP3A",5.43963339712404e-23,-0.257999970384369,0.034,0.152,1.11137149936641e-18,"B_Cells","NIPSNAP3A"
"LEPR.1",5.44855114183852e-23,-0.355518084697504,0.01,0.112,1.11319348378903e-18,"B_Cells","LEPR"
"FYB.1",6.29429399855362e-23,-0.347321101004229,0.015,0.121,1.28598720684449e-18,"B_Cells","FYB"
"UBE2L3",6.47153991241796e-23,-0.382704810129889,0.267,0.39,1.32220031950611e-18,"B_Cells","UBE2L3"
"MALL.1",6.52397330631215e-23,-0.34065441205063,0.008,0.108,1.33291298621263e-18,"B_Cells","MALL"
"MED4",6.58018707037092e-23,-0.327489745599219,0.188,0.331,1.34439802034748e-18,"B_Cells","MED4"
"MRPL13",6.68943472903673e-23,-0.2798359987976,0.074,0.206,1.36671840948949e-18,"B_Cells","MRPL13"
