"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BHLHE40",0.0234309311152269,0.395150034875249,0.178,0.107,1
"MAFB",0.0243220415832695,-1.11102592503151,0.076,0.141,1
"PSMB8",0.024409585125526,-0.440510259575228,0.11,0.182,1
"PSIP1",0.0244565561800795,0.258656548295592,0.288,0.19,1
"UNC93B1",0.0244718930134507,-0.492745156627268,0.051,0.115,1
"CSDE1",0.0246567394301276,0.379629628558045,0.686,0.55,1
"TECPR1",0.0251204816817987,-0.427950208223559,0.042,0.103,1
"ERGIC1",0.0251428174230081,0.308954328914185,0.178,0.111,1
"ATXN2L",0.0260203500531103,-0.499888040242054,0.153,0.223,1
"SIGLEC10",0.0260787478580788,-0.532897005916323,0.076,0.145,1
"RHOT2",0.0262710776539152,-0.397150945166152,0.068,0.135,1
"FAM117A",0.0265162532637167,-0.442260550348401,0.051,0.112,1
"CLTC",0.0266154995104391,0.322181868198405,0.356,0.258,1
"STAT1",0.0267061683965549,-0.59775094598907,0.178,0.255,1
"HECA",0.0269411731358347,-0.52903886935938,0.195,0.265,1
"LY6E",0.0271997933675241,-0.529573359013813,0.271,0.334,1
"TUT4",0.0272911593164296,-0.446555769213038,0.068,0.136,1
"JADE2",0.0274603219474026,-0.514667508001141,0.068,0.131,1
"PRPF6",0.0278123419880679,0.301626853729945,0.153,0.091,1
"MCTP2",0.0278874740621474,-0.412489704329862,0.076,0.148,1
"SGSM2",0.0280318002832295,-0.494370964466448,0.059,0.125,1
"DOCK10",0.0280935210712409,-0.514175851796491,0.102,0.175,1
"ZNF471",0.0281130918147842,-0.270897226472058,0.441,0.529,1
"MED15",0.0281246788874317,-0.550032578678354,0.127,0.194,1
"CELF1",0.0281521050031794,-0.387221469475971,0.271,0.35,1
"PILRB",0.0281631579317593,-0.479308477946049,0.127,0.201,1
"TMEM181",0.0284412356541622,-0.537317740096601,0.169,0.244,1
"NR5A1",0.0284837959168618,-0.486956479493344,0.297,0.366,1
"TRAF1",0.0285155029248495,-0.38421309625925,0.042,0.102,1
"HIGD1A",0.0287831203529999,0.275180971076162,0.229,0.146,1
"SINHCAF",0.0289664858041744,-0.519741306846253,0.059,0.121,1
"NSUN2",0.0296355540623305,-0.407919282955333,0.051,0.11,1
"KLHL5",0.0296910543039704,-0.560761179580052,0.271,0.359,1
"MYO5A",0.0301438335392803,-0.61171455421255,0.144,0.208,1
"PTPN12",0.0303820260871001,0.293214037167114,0.237,0.16,1
"DDX3Y",0.0304639826959326,-0.563968274270401,0.102,0.172,1
"TNK2",0.0304837008493839,-0.502192751225615,0.076,0.144,1
"TAOK3",0.0306548996883624,-0.502488946573008,0.203,0.281,1
"C5AR1",0.0307496473169596,-0.636539428957696,0.085,0.154,1
"ARHGAP18",0.0308171825215442,-0.387849179912852,0.042,0.102,1
"RNPEPL1",0.0309100327357262,-0.359638335290955,0.059,0.123,1
"CNBP",0.0310087415171807,0.285259043899453,0.5,0.367,1
"FAM32A",0.0312166233306711,0.266807354135473,0.153,0.092,1
"MAP2K1",0.0314384712252064,-0.389320754990507,0.076,0.144,1
"GRN",0.0315858795407046,-1.0103960783106,0.339,0.376,1
"PATJ",0.0316062174016799,-0.474972376038582,0.11,0.182,1
"YARS",0.0317178750314587,-0.259220341893578,0.051,0.114,1
"CCDC124",0.0319834991616642,0.285026579255633,0.127,0.073,1
"EIF4H",0.0320180781611518,0.403975699385964,0.424,0.327,1
"FLT3LG",0.0322925848735338,-0.63049956367082,0.127,0.195,1
"APOL6",0.0327769721305764,-0.528907535895313,0.347,0.415,1
"WIPF2",0.0331346375549479,-0.450215943672348,0.102,0.17,1
"SLTM",0.0334242658747289,-0.550062896828875,0.144,0.215,1
"RNF157",0.0335718229243816,-0.381399776824351,0.059,0.122,1
"ZBTB4",0.0337718673046707,0.37020579488626,0.263,0.175,1
"SERPINF1",0.0338754289947934,0.340159069439571,0.102,0.056,1
"CBFB",0.0340551903133562,-0.486739800106226,0.144,0.217,1
"PFKL",0.0340969383897106,-0.460292787292474,0.076,0.138,1
"ADAR",0.0342308332213295,-0.460006806414414,0.237,0.307,1
"ATP2A3",0.0344097538357789,-0.500366603039954,0.102,0.165,1
"KHSRP",0.0344561437101029,0.278529642261063,0.297,0.203,1
"GON4L",0.0347080120225429,-0.321590218175265,0.042,0.101,1
"RAPGEF6",0.0348216745384918,-0.493151495839158,0.11,0.172,1
"TYMP",0.0348960569667971,-0.817974392795564,0.119,0.182,1
"WNK1",0.0349911616854065,-0.45418044815213,0.297,0.357,1
"ERAP2",0.0350798445619422,-0.381837191387444,0.178,0.247,1
"OPA3",0.0351562618342809,-0.593553996032954,0.178,0.246,1
"NDUFS2",0.0355921860323675,-0.458229973344327,0.051,0.109,1
"SMG1",0.0356229776436975,-0.425102362932762,0.127,0.196,1
"HMOX2",0.0356635713572571,-0.328827638363778,0.051,0.11,1
"NCK2",0.0357877626287247,-0.473355650097827,0.11,0.179,1
"ZNF652",0.035873240313277,-0.492187768111652,0.119,0.183,1
"ANKRD36B",0.0361104393777521,-0.395814062838577,0.11,0.179,1
"RASGRP2",0.0366825307109785,-0.493226849437054,0.076,0.135,1
"PFDN5",0.0367300625982782,-0.374374853215619,0.449,0.512,1
"DDHD1",0.0368379638146267,-0.368232642602063,0.373,0.444,1
"ARHGDIA",0.0368763427742656,-0.400504127270016,0.314,0.377,1
"RUNX1",0.0369326105739738,-0.32618497882928,0.051,0.113,1
"CDK6",0.0370321541189113,-0.311855411955563,0.068,0.134,1
"GLYR1",0.0374231119297611,-0.445999937364786,0.051,0.109,1
"NLRP6",0.0375922234134744,-0.529359800608292,0.169,0.241,1
"TNFRSF25",0.037792659078609,-0.408410715633211,0.042,0.1,1
"STMN3",0.0385459623656682,-0.457753181657107,0.093,0.154,1
"ITPR3",0.038878881021681,-0.421406350683806,0.076,0.138,1
"C5orf15",0.0390129051248661,0.281135288035061,0.136,0.08,1
"ATP6V1B2",0.0390447778074173,-0.545861812621953,0.085,0.148,1
"ZNF91",0.0390687122487289,-0.303991121803103,0.042,0.101,1
"LGALS8",0.0392797977699444,-0.422705289080437,0.059,0.118,1
"SRSF11",0.0392979360310991,-0.454605606176618,0.441,0.493,1
"AKAP9",0.03951240579547,-0.54253792606917,0.288,0.34,1
"REX1BD",0.0395950143572056,-0.431951794982855,0.085,0.15,1
"BOD1L1",0.0396583672963107,-0.544041601544136,0.178,0.249,1
"FAM126B",0.0397023888436257,-0.398709562190551,0.076,0.139,1
"ACTR1A",0.0398265479813512,0.285126497809994,0.178,0.115,1
"N4BP2L2",0.0399771420695628,-0.394875876255826,0.237,0.315,1
"CDK13",0.0405449700085235,-0.472024524701034,0.068,0.123,1
"RLIM",0.0406124623259106,-0.314460300274553,0.076,0.14,1
"SLC16A12",0.0407533952957649,-0.269435943796863,0.068,0.129,1
"PTPA",0.0414126994837066,0.25116109098441,0.195,0.129,1
"THOC2",0.0415493190289323,-0.568283786023353,0.169,0.232,1
"DRAM2",0.0421275155523837,-0.452629086036864,0.059,0.116,1
"PIK3IP1",0.0423475570245436,-0.533736593254529,0.144,0.202,1
"TNPO1",0.0423769698497429,-0.496441949462791,0.119,0.18,1
"SNRNP70",0.0427943727577248,-0.58151365684213,0.288,0.339,1
"BRWD1",0.0429464811658215,-0.440633664323067,0.11,0.174,1
"KRIT1",0.0438643626268968,-0.40383761045709,0.059,0.118,1
"CHST12",0.0440501139633911,-0.386977505369008,0.059,0.118,1
"PRDM1",0.0444470403508286,-0.515986395362006,0.051,0.104,1
"TPI1",0.0444742389164669,-0.513271598584986,0.237,0.292,1
"CMC2",0.0445105457317248,-0.492909807711887,0.051,0.106,1
"CCDC144B",0.0447872515698799,-0.310008882819598,0.475,0.527,1
"RAD21-AS1",0.0448327379050831,-0.394184169819177,0.195,0.282,1
"ZZEF1",0.0449520654620339,-0.400965598220899,0.051,0.105,1
"SPATS2",0.0452375122415894,0.264325003909052,0.127,0.076,1
"ZBED5",0.0452813641419927,-0.528007500509793,0.068,0.125,1
"LOC644936",0.0454618019811153,-0.378269730818064,0.059,0.114,1
"E2F4",0.0455104333676593,-0.441797669167965,0.059,0.115,1
"SLC25A39",0.0457333427595323,-0.46431848730486,0.11,0.176,1
"IVNS1ABP",0.0458331758281834,-0.53766525839304,0.119,0.18,1
"PHACTR2",0.0465108831409021,0.293409719601428,0.246,0.173,1
"TRAPPC8",0.046563773384285,-0.438841371924015,0.076,0.14,1
"HSPA8",0.0470528338741733,-0.402184816550131,0.551,0.57,1
"PIM3",0.0478143597453363,-0.439193421970671,0.051,0.104,1
"TRADD",0.0483830032194848,-0.306732960510134,0.059,0.116,1
"IKBKG",0.0484420232980586,-0.524205721462149,0.068,0.123,1
"CTCF",0.0484978877046865,-0.395181406288969,0.051,0.106,1
"BTG3",0.0488435468503629,0.315533198390342,0.102,0.059,1
"CASP8",0.0490052004870101,-0.293627350210169,0.093,0.157,1
"SIRPG",0.0495657241176397,-0.445556420192172,0.059,0.115,1
"FOXO3",0.049925321898222,0.2632762535686,0.144,0.089,1
"AP1B1",0.0499574387469279,-0.38640462376635,0.059,0.116,1
"FAM122B",0.0500263829503567,-0.437603372094347,0.051,0.103,1
"SLC3A2",0.0501391959242012,-0.437550130168906,0.093,0.155,1
"LEPR",0.0503413708422199,-0.68001793197855,0.331,0.394,1
"LSG1",0.0510422242081722,-0.42328799065953,0.059,0.114,1
"ETNK1",0.051402740714813,-0.420709553015472,0.076,0.135,1
"ARFGAP3",0.0514462935522867,0.255846775453387,0.144,0.088,1
"PPP3CA",0.0514874979492354,-0.409567520600552,0.144,0.208,1
"CSNK1G1",0.051513133682009,-0.434293988436455,0.059,0.112,1
"ZDHHC20",0.0515907344090457,-0.429531821207063,0.102,0.163,1
"C12orf75",0.0516408987566265,0.300708574159133,0.203,0.141,1
"IER2",0.0516483436599354,0.259252179469486,0.246,0.171,1
"TRIM65",0.0518216267229917,-0.429673186011656,0.059,0.114,1
"ELOVL5",0.0524341233162884,-0.378328426567524,0.127,0.194,1
"COMMD6",0.0527793508546262,-0.403242856363833,0.288,0.349,1
"PTBP1",0.0529372376827617,-0.376700886615736,0.22,0.279,1
"PNPLA6",0.0530206650113111,-0.419051620104203,0.051,0.102,1
"ERAP1",0.0533175101544861,-0.362533105256375,0.076,0.136,1
"FOXO1",0.0533836812971715,-0.446988576798432,0.161,0.225,1
"SERPINB9",0.0535819446039826,-0.337946334483843,0.127,0.194,1
"NDUFA3",0.0538036881338207,-0.491488535715167,0.186,0.243,1
"SET",0.0539530522366418,-0.37441738587685,0.483,0.511,1
"UBB",0.0540922527974738,-0.362698752890133,0.619,0.6,1
"PRPF38B",0.0542416342985397,-0.554048962451894,0.22,0.284,1
"TTTY15",0.0543013122804508,-0.45194905198676,0.059,0.113,1
"CEMIP2",0.0543583323177835,-0.444683360238298,0.051,0.103,1
"FTL",0.0560602887578564,-0.620742636694119,0.924,0.823,1
"SEC11C",0.0560969780612526,-0.405701256969629,0.076,0.135,1
"GTF3A",0.0563788771769864,-0.417942785011403,0.136,0.198,1
"TRMT10B",0.056490379745049,-0.394464820940429,0.093,0.153,1
"NUP62",0.0568380312749394,-0.446952898534752,0.11,0.17,1
"GALNT6",0.0569011563305244,-0.404563062483757,0.068,0.123,1
"GAS7",0.0573637693546098,-0.368059991688509,0.093,0.156,1
"TTN",0.0574515469691118,-0.586439682631205,0.085,0.144,1
"TATDN2",0.0577969310573326,-0.405024311518727,0.059,0.112,1
"SNRPB",0.0584727818146537,-0.504768282196942,0.22,0.277,1
"RAB29",0.0587212367221593,-0.389850544085667,0.186,0.246,1
"EIF3F",0.0587830002053632,-0.384845447021397,0.271,0.325,1
"PPP2R2A",0.0588254310308066,-0.402307549569693,0.059,0.114,1
"CASP2",0.0590991363718089,-0.353609841992561,0.051,0.102,1
"RBM33",0.0592468873857842,-0.378379594151303,0.085,0.142,1
"CPSF1",0.059338764501509,-0.451949040031361,0.093,0.15,1
"MX2",0.0595833300294767,-0.442963598759745,0.051,0.104,1
"PRKCI",0.0599966935003676,0.265027772686284,0.127,0.079,1
"LUC7L3",0.0601478809964083,-0.394394769984366,0.254,0.326,1
"ZMAT1",0.0605383369775809,0.288712505201008,0.144,0.092,1
"MAP2K2",0.0610551320947205,-0.310986931196579,0.085,0.146,1
"PTAFR",0.061324697363096,-0.347165891982564,0.076,0.135,1
"TIAL1",0.0622640670479552,-0.489268002700656,0.144,0.197,1
"SELENOO",0.0622863718098792,-0.472593890885504,0.051,0.1,1
"SEC24C",0.0633211501534024,-0.315745689653679,0.059,0.11,1
"LRRC8C",0.0636526891601946,-0.496780121021295,0.059,0.11,1
"ANKRD20A9P",0.0641734729540686,-0.594076754356353,0.5,0.556,1
"OAS3",0.0642482695051708,-0.414007425781327,0.059,0.113,1
"SNRPF",0.0644473473760031,-0.410096110101915,0.093,0.15,1
"DCP2",0.0648199779727301,-0.489042134908727,0.119,0.17,1
"LDHB",0.0649893046837735,-0.341779965868786,0.246,0.316,1
"ANAPC13",0.0650678737717815,0.259097946394401,0.136,0.084,1
"PAICS",0.0655117323558026,0.298810741557216,0.127,0.08,1
"TNFSF13B",0.0655942447430468,-0.46194396232449,0.051,0.1,1
"UBA7",0.0658375440055524,-0.374093498983131,0.11,0.169,1
"UBE2G2",0.0660417589002731,-0.343792100103431,0.203,0.27,1
"ANAPC16",0.0663585010581867,-0.350113677315379,0.297,0.335,1
"PAIP2",0.0665303621972579,-0.473755059438739,0.169,0.225,1
"TESPA1",0.0667599154837546,-0.417090164792649,0.093,0.153,1
"UBL3",0.0670470808132883,-0.455560969083227,0.127,0.189,1
"LAX1",0.0683542259311167,-0.402735589052628,0.051,0.1,1
"BRWD3",0.0686090708028707,-0.366593651879833,0.059,0.111,1
"GATAD2A",0.068797223170996,-0.411830376016196,0.076,0.129,1
"URI1",0.0688020442322921,-0.314623272117162,0.085,0.138,1
"TRAPPC10",0.0694679864720782,-0.44465640305172,0.093,0.147,1
"IRF3",0.0697455228605863,-0.466238261915456,0.093,0.145,1
"NAIP",0.0698303724321221,-0.31939379973137,0.059,0.112,1
"OSTF1",0.0700168781028426,-0.289321803454275,0.051,0.101,1
"GAK",0.0702062010603672,-0.320647562033826,0.102,0.158,1
"ATP5PB",0.0703834827448379,-0.495431127440199,0.195,0.248,1
"SLC7A5P2",0.0706972253898878,-0.38859821943885,0.076,0.129,1
"DCTN1",0.0707715411738925,0.43233442036078,0.28,0.209,1
"WBP11",0.070833015322276,-0.435745741181402,0.076,0.127,1
"RBPJ",0.0720091039062602,-0.534794660582433,0.263,0.31,1
"CPM",0.0721146555207585,-0.48660929745705,0.093,0.15,1
"PRPF40A",0.0724731547562694,-0.496185587523919,0.229,0.275,1
"ARSA",0.0725122176898687,-0.406405014546177,0.076,0.126,1
"TRANK1",0.072603129216418,-0.474751744554745,0.059,0.11,1
"ATG4B",0.0726064600327479,-0.316687416058451,0.059,0.111,1
"RAB12",0.0729108427163055,-0.381135563324815,0.763,0.792,1
"PXN",0.0730774333968906,-0.361729902732721,0.11,0.166,1
"MAN2B1",0.0734020651407932,-0.417535754185178,0.093,0.147,1
"TRAPPC6B",0.0740791374094127,0.30075994293312,0.102,0.059,1
"DENND4C",0.0742769984311776,-0.384022902572772,0.11,0.165,1
"METTL21A",0.074413137307142,-0.305529084137692,0.085,0.144,1
"LINC00311",0.0744797600109532,-0.304312279740164,0.076,0.129,1
"ODF2L",0.0746834601200614,-0.356530250401215,0.636,0.682,1
"SECISBP2",0.0749980579674476,-0.369393730509374,0.085,0.139,1
"DAZAP1",0.0752546677362605,-0.41028794531962,0.119,0.173,1
"MSL3",0.0754809037086161,-0.322814063299012,0.059,0.11,1
"SERP1",0.0757037139358799,-0.519438978333742,0.297,0.334,1
"FADS1",0.0759680568816779,0.259771643889358,0.144,0.094,1
"DDX41",0.0762530813337498,0.276070078568022,0.127,0.081,1
"CBLB",0.0762537879860327,-0.552035552310373,0.102,0.155,1
"PPM1K",0.0765697301014435,-0.484322730093964,0.153,0.206,1
"TLE4",0.077593847084122,-0.431521441784609,0.059,0.106,1
"NELFCD",0.0782184155488919,-0.401281081079432,0.059,0.106,1
"HSH2D",0.078560420522494,-0.410434910293559,0.085,0.138,1
"PDK3",0.0788130430234183,0.3024640900834,0.161,0.108,1
"ATP5F1E",0.0789888496017324,-0.31928035717233,0.076,0.124,1
"BANF1",0.079079331284267,0.314953932413432,0.305,0.237,1
"NOP58",0.0793132100728602,-0.382456220221524,0.161,0.216,1
"DPP7",0.0800838460006441,-0.351352652006481,0.068,0.118,1
"NKAIN3-IT1",0.0821176547572164,-0.369049287322107,0.161,0.224,1
"ATP6V0D1",0.0824180677284801,-0.27402374617544,0.076,0.128,1
"WIPI2",0.082791450351549,-0.399255796866072,0.085,0.132,1
"KMT2D",0.0832431115194111,-0.352013273466545,0.076,0.127,1
"NDUFS7",0.0832505892670305,-0.367114332567579,0.068,0.117,1
"RNF145",0.0833647082920722,-0.389426713941315,0.229,0.283,1
"GALC",0.0836457838324217,-0.382366416503402,0.059,0.105,1
"DYRK2",0.0842167510940467,-0.340844117713067,0.059,0.108,1
"NRDC",0.0844715806950337,-0.316800307632431,0.153,0.209,1
"PLAUR",0.0851356944239634,-0.59419054194891,0.076,0.123,1
"RSBN1L",0.0851906797650338,-0.379608451362914,0.068,0.114,1
"TRAF5",0.0852194009320669,-0.415479597437073,0.093,0.144,1
"FBXO11",0.0852525328227324,-0.348321500968884,0.076,0.127,1
"PAK2",0.0854458235427703,-0.367717256799285,0.127,0.185,1
"PPARD",0.0861134853747776,0.25886905325708,0.153,0.102,1
"MAZ",0.0868004790266119,-0.341437656351621,0.119,0.171,1
"FUS",0.0868167688922837,-0.380965805694018,0.305,0.349,1
"WDR92",0.087475521924904,-0.424197900688781,0.068,0.115,1
"ENOSF1",0.0876876979756639,-0.328724072306147,0.068,0.117,1
"TMED5",0.0879372540472566,-0.398754567190893,0.085,0.134,1
"TCERG1",0.0891313902321332,-0.372976261072543,0.085,0.136,1
"DNM2",0.0891649396400241,-0.391026720616279,0.136,0.187,1
"IL6R",0.0892733155606752,-0.406037609588842,0.119,0.17,1
"PHF11",0.0900217684842157,-0.402663586490909,0.102,0.153,1
"ABCA5",0.0904591731357028,-0.337933415240576,0.059,0.104,1
"STOM",0.0907779408531725,-0.27528418092815,0.305,0.347,1
"DCAF16",0.0910549729736236,-0.28338318512376,0.076,0.126,1
"MS4A1",0.0930095235177441,-0.926132812343377,0.059,0.103,1
"LPAR6",0.0931491698527721,-0.444983795188958,0.076,0.123,1
"HMGN3",0.0932483199279632,0.335627739636832,0.212,0.155,1
"YPEL5",0.0935477142866728,-0.47284843191477,0.203,0.256,1
"FAM120A",0.0935889015276503,-0.410573943501938,0.305,0.341,1
"TANK",0.0936520660079864,-0.407608517040946,0.085,0.13,1
"PDS5A",0.0937244159292364,-0.395224226066909,0.119,0.168,1
"CREM",0.0944600286000276,-0.458686716351794,0.076,0.122,1
"BAZ2A",0.0967957504362148,-0.35075794968214,0.136,0.193,1
"SHISA5",0.0970894313645856,-0.372653465078848,0.263,0.314,1
"AUTS2",0.0971090609519532,-0.498318936717909,0.076,0.123,1
"RER1",0.0972816790871704,-0.344301608874752,0.076,0.123,1
"DYRK1A",0.0974828852444689,-0.384893668954875,0.119,0.171,1
"HELZ",0.0975863463868267,-0.418636637031757,0.161,0.21,1
"ZNF578",0.0983061879314277,-0.366414238212578,0.059,0.103,1
"CAMK1D",0.0997393366830109,-0.303728169777974,0.068,0.115,1
"ATP11B",0.0998105805542668,-0.406777751211753,0.093,0.139,1
"SNX27",0.0999752736588764,0.274806464586317,0.136,0.089,1
"SPTY2D1",0.100323035093752,-0.33672729472424,0.068,0.113,1
"COA1",0.101056821148269,-0.326761787001975,0.119,0.173,1
"MICAL1",0.101985955325459,-0.364472677873624,0.093,0.14,1
"RASSF1",0.102184827786803,-0.333781007652135,0.085,0.132,1
"ZNF37BP",0.102275917862839,-0.275870897222955,0.305,0.355,1
"HNRNPF",0.102280122469847,-0.322296133553255,0.169,0.222,1
"TNRC6B",0.10378728379798,-0.408383279871845,0.322,0.36,1
"SH2B3",0.103848464198737,-0.31342792476923,0.076,0.124,1
"METTL2B",0.104111508333973,-0.306444080249653,0.059,0.104,1
"MAT2B",0.106268913490229,-0.37967626294562,0.127,0.178,1
"CNDP2",0.106498500098833,-0.265432454150626,0.093,0.145,1
"TMEM213",0.107748344254084,-0.448290382423886,0.076,0.119,1
"UNC45A",0.108343531000817,-0.314455331364561,0.085,0.133,1
"CACUL1",0.109451533152138,-0.251778797015192,0.076,0.124,1
"GFOD2",0.10970639400488,-0.316010089460309,0.076,0.124,1
"TAZ",0.10977807569124,-0.342906715509914,0.059,0.103,1
"DNAJB1",0.110299200954998,-0.461594447085602,0.068,0.11,1
"PHF20",0.110731994745603,-0.347032033721818,0.11,0.16,1
"ANAPC5",0.110894691453663,-0.293873342417427,0.169,0.222,1
"MKNK2",0.111482872321868,-0.411731518010803,0.254,0.293,1
"PIEZO1",0.111523846811874,-0.378998112062864,0.085,0.127,1
"ZNF644",0.111691499074265,-0.370483498468412,0.085,0.132,1
"PNISR",0.112620020649751,-0.397175149895044,0.381,0.423,1
"CHD3",0.112728573232827,-0.318398187524887,0.178,0.237,1
"PDE6A",0.114001002124812,-0.427688407304139,0.169,0.214,1
"PCNX1",0.114433317301437,-0.454219165617443,0.136,0.18,1
"RTCA",0.114619994373619,-0.301769538459919,0.059,0.102,1
"SETX",0.114981889621739,-0.391063360098665,0.186,0.231,1
"UBR2",0.115598907593964,-0.308819321687873,0.136,0.19,1
"SNRPD2",0.115899962669508,-0.328595715108943,0.297,0.341,1
"HINT1",0.116757422189135,-0.412911946301755,0.356,0.391,1
"LCOR",0.117296681548718,-0.402497378836428,0.093,0.134,1
"BTN3A3",0.118902003385937,-0.316280066971124,0.076,0.122,1
"ABCA2",0.119152935495641,-0.362486572442466,0.068,0.112,1
"CDYL",0.119680793732079,-0.370247021591467,0.068,0.108,1
"KIF2A",0.119775430785379,-0.294015235652268,0.059,0.103,1
"PARP14",0.120902931597613,-0.433572611631813,0.186,0.231,1
"RALGAPB",0.121573396562047,-0.323245398886095,0.068,0.112,1
"MBNL3",0.121838798274733,-0.298405202192652,0.059,0.1,1
"PLIN2",0.12197157754973,-0.541238050071226,0.059,0.1,1
"DGLUCY",0.121978100978696,-0.334681123447991,0.059,0.1,1
"SBNO2",0.122019264247391,-0.321821044347499,0.068,0.111,1
"CLIC1",0.122551620406814,-0.281071620743241,0.398,0.428,1
"C9orf78",0.123343775726691,-0.342319548421705,0.254,0.298,1
"MYD88",0.123792388284839,-0.311874726879372,0.076,0.12,1
"GBP2",0.123859004505882,-0.48794718644151,0.169,0.215,1
"UBE2L6",0.123998713174657,-0.264458549793473,0.127,0.176,1
"EPHA1-AS1",0.125169122665896,-0.383057719107513,0.068,0.108,1
"LSM4",0.125411926590493,-0.341005806118854,0.102,0.145,1
"RAD21",0.125563729628516,-0.354127843645082,0.212,0.255,1
"PCF11",0.125671101465138,-0.446162990852868,0.085,0.127,1
"GBP4",0.125818690119303,-0.327056429659173,0.203,0.261,1
"GCC2",0.126694240220017,-0.508654698105027,0.153,0.19,1
"KBTBD2",0.127334843351185,-0.296468086732548,0.059,0.1,1
"RBSN",0.127561151325174,-0.374436581742183,0.127,0.175,1
"MGC27345",0.127669454074226,-0.384516637585616,0.076,0.117,1
"EIF2AK2",0.128416694075819,-0.397223070193162,0.144,0.191,1
"ARHGEF6",0.128529388044477,-0.368310339139692,0.153,0.197,1
"MIS18BP1",0.129031262908038,-0.38327472676897,0.068,0.106,1
"ADD3",0.129170937041273,-0.463680370898675,0.322,0.352,1
"GNA13",0.129188211997855,-0.411415404011621,0.153,0.197,1
"RBBP6",0.130733877726672,-0.374742879870117,0.127,0.177,1
"VPS36",0.130819259089097,-0.397015544850409,0.085,0.125,1
"OTUB1",0.131174380532025,-0.415086243401899,0.102,0.147,1
"GRAMD1A",0.131283671147013,-0.360281400408541,0.068,0.106,1
"VPS29",0.131994797787427,-0.423525337875337,0.153,0.193,1
"PTDSS1",0.13200973395753,-0.270183792637392,0.102,0.15,1
"NXF1",0.132034417243213,-0.457027539225494,0.161,0.206,1
"BPTF",0.132258166105453,-0.479361839205648,0.288,0.326,1
"RBM6",0.132546329798296,-0.253806094107174,0.119,0.168,1
"GK5",0.132628384691532,-0.44276709537991,0.186,0.231,1
"XIAP",0.132803153593729,-0.344002689909239,0.237,0.275,1
"MARF1",0.133038535076591,-0.33857837976536,0.093,0.137,1
"NAP1L1",0.13325784129343,-0.305337658381645,0.576,0.58,1
"AGPAT3",0.133404620432348,-0.342362163060771,0.076,0.118,1
"CASP10",0.13378193073703,-0.435907261079467,0.11,0.154,1
"PACS1",0.133846169823887,-0.325767501256889,0.11,0.158,1
"SLC20A1",0.134371551329239,-0.360504546803793,0.11,0.155,1
"ATP6V1G1",0.137142590618196,-0.426358020195932,0.203,0.233,1
"POLH",0.138989780570168,-0.510781318039734,0.153,0.197,1
"GRIPAP1",0.139392871208583,-0.41511434049328,0.127,0.165,1
"ZNF655",0.139396998549975,-0.398320435496449,0.178,0.219,1
"CNOT2",0.140413986425456,-0.48039660959042,0.212,0.243,1
"LRRC2",0.140456281799066,-0.427463595422314,0.119,0.159,1
"SNRNP200",0.140944071510733,-0.450135835013165,0.178,0.216,1
"CDC42EP3",0.141674533081237,-0.297472732957201,0.11,0.156,1
"NASP",0.141713595269083,-0.366056242030886,0.068,0.105,1
"METTL9",0.142646937183815,-0.352127039292096,0.119,0.164,1
"ANP32B",0.144818677244793,-0.381977803506398,0.305,0.334,1
