"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ECHS1",2.68228685067047e-06,-0.66141499897214,0.274,0.3,0.0548018026460483,"Plasma cell","ECHS1"
"DPY30",2.68903042897911e-06,-0.627042967643053,0.246,0.281,0.0549395806944722,"Plasma cell","DPY30"
"KPNB1",2.72396620789019e-06,-0.6860147131995,0.318,0.33,0.0556533535934046,"Plasma cell","KPNB1"
"PHF5A",2.75763016762394e-06,-0.437266259324706,0.114,0.179,0.0563411419547247,"Plasma cell","PHF5A"
"GYG1",2.79412226998681e-06,-0.716871998852837,0.259,0.288,0.0570867120981005,"Plasma cell","GYG1"
"HCST.1",2.83036964511214e-06,-1.44731864924136,0.208,0.253,0.0578272822192862,"Plasma cell","HCST"
"TAPBP",2.8371760759298e-06,-0.375394685898173,0.577,0.314,0.0579663444073216,"Plasma cell","TAPBP"
"CCDC50",2.86235830329102e-06,-0.580234557342446,0.177,0.231,0.0584808424945389,"Plasma cell","CCDC50"
"PLAGL1",2.87498858345769e-06,-0.329802026130707,0.042,0.105,0.0587388917486241,"Plasma cell","PLAGL1"
"IFI6",2.93828961116685e-06,-0.797448227673254,0.196,0.249,0.0600321950457499,"Plasma cell","IFI6"
"ZMAT2",2.99929878702367e-06,-0.54786770221283,0.175,0.23,0.0612786735176807,"Plasma cell","ZMAT2"
"CELF1",3.11949362876748e-06,-0.412181610959132,0.082,0.15,0.0637343743293484,"Plasma cell","CELF1"
"LARS",3.17221058211012e-06,-0.435277028122942,0.099,0.165,0.0648114344030918,"Plasma cell","LARS"
"BIN3.1",3.26697993813842e-06,-0.395483842088183,0.061,0.126,0.066747667116106,"Plasma cell","BIN3"
"PUF60",3.31940577331126e-06,-0.683936088346847,0.288,0.308,0.0678187793545224,"Plasma cell","PUF60"
"OLA1",3.33587708632154e-06,-0.446853228331772,0.118,0.182,0.0681553047506353,"Plasma cell","OLA1"
"TMEM126B",3.35404369617108e-06,-0.505127225623995,0.141,0.202,0.0685264667564714,"Plasma cell","TMEM126B"
"ADD1.1",3.46615428191772e-06,-0.587969403108489,0.177,0.232,0.070816998133861,"Plasma cell","ADD1"
"FRG1",3.50874398741077e-06,-0.637901670704139,0.225,0.266,0.0716871484067895,"Plasma cell","FRG1"
"RBM42",3.52702909353051e-06,-0.617103304852248,0.232,0.271,0.0720607314099218,"Plasma cell","RBM42"
"UBE2E2",3.53102392056829e-06,-0.473477428100136,0.12,0.184,0.0721423497211307,"Plasma cell","UBE2E2"
"PON2",3.63531679019575e-06,-0.422638580335218,0.08,0.146,0.0742731573404893,"Plasma cell","PON2"
"TPD52L2",3.67767868751728e-06,-0.562352492099989,0.194,0.244,0.0751386532646655,"Plasma cell","TPD52L2"
"POLR2C.1",3.70482127821633e-06,-0.607488750599785,0.211,0.256,0.0756932035352379,"Plasma cell","POLR2C"
"DDX27",3.71934487128784e-06,-0.446005949521933,0.101,0.167,0.0759899350652818,"Plasma cell","DDX27"
"BAG5",3.72223475817657e-06,-0.315927204602395,0.044,0.106,0.0760489783443055,"Plasma cell","BAG5"
"BRE",3.72584858312962e-06,-0.332959088323139,0.057,0.12,0.0761228124019212,"Plasma cell","BRE"
"ASH1L.1",3.81841217644638e-06,-0.586786322999084,0.156,0.216,0.0780139791769759,"Plasma cell","ASH1L"
"NOSIP",3.86016418057438e-06,-0.652363810853693,0.255,0.286,0.0788670143733151,"Plasma cell","NOSIP"
"CLPTM1",3.86578315061265e-06,-0.253221031648952,0.347,0.197,0.0789818155501671,"Plasma cell","CLPTM1"
"KIF1BP",3.89815063637342e-06,-0.336929882045595,0.057,0.121,0.0796431156517454,"Plasma cell","KIF1BP"
"MGAT4A.1",3.94434687999078e-06,-0.328912078477193,0.04,0.101,0.0805869511050916,"Plasma cell","MGAT4A"
"THUMPD1",4.05156288874327e-06,-0.454498134299017,0.105,0.171,0.0827774813799137,"Plasma cell","THUMPD1"
"G6PD",4.05828037410323e-06,-0.379849765980066,0.072,0.136,0.0829147263233031,"Plasma cell","G6PD"
"CD14.1",4.12348867524459e-06,-2.18035148223351,0.244,0.278,0.0842469971239221,"Plasma cell","CD14"
"DLGAP4",4.30142493383958e-06,-0.341256133879172,0.053,0.115,0.0878824128232766,"Plasma cell","DLGAP4"
"CXCL2.1",4.35460398722583e-06,-1.25081555965543,0.055,0.117,0.0889689140630108,"Plasma cell","CXCL2"
"RPIA",4.44337689110348e-06,-0.305380410144342,0.044,0.105,0.0907826332621352,"Plasma cell","RPIA"
"ANP32B",4.45234990314575e-06,-0.764808664752591,0.446,0.394,0.0909659608711708,"Plasma cell","ANP32B"
"PHF20",4.51728234799332e-06,-0.528634297444296,0.135,0.196,0.0922925956518516,"Plasma cell","PHF20"
"ARHGAP1",4.6267124169669e-06,-0.403590572248124,0.061,0.124,0.0945283613910508,"Plasma cell","ARHGAP1"
"COMMD2",4.6483910968048e-06,-0.356344842410476,0.059,0.122,0.0949712784988189,"Plasma cell","COMMD2"
"CDC40",4.73422124400379e-06,-0.404640019766763,0.076,0.14,0.0967248742362413,"Plasma cell","CDC40"
"CSNK2B",4.75886371045606e-06,-0.724658387155365,0.476,0.409,0.0972283444683278,"Plasma cell","CSNK2B"
"RDX.1",4.76483481418496e-06,-0.786825098194129,0.282,0.302,0.0973503400886129,"Plasma cell","RDX"
"AKIRIN1",4.89285023031295e-06,-0.580368791173228,0.162,0.218,0.0999658230555238,"Plasma cell","AKIRIN1"
"LAP3.1",4.91090725474006e-06,-0.782591923369254,0.295,0.31,0.100334746121594,"Plasma cell","LAP3"
"PPP2R5A.1",4.98745307168595e-06,-0.418631966604558,0.069,0.133,0.101898653707616,"Plasma cell","PPP2R5A"
"MESDC2",5.04120749770937e-06,-0.33307397860306,0.436,0.246,0.1029969103857,"Plasma cell","MESDC2"
"TCP1",5.06888272935708e-06,-0.680143440968575,0.328,0.329,0.103562343043494,"Plasma cell","TCP1"
"EIF5",5.19578808126398e-06,-0.638153379213676,0.749,0.546,0.106155146288304,"Plasma cell","EIF5"
"GNB1.1",5.22440670429498e-06,-0.494845443339893,0.133,0.193,0.106739853375451,"Plasma cell","GNB1"
"PTPRS.1",5.36936550614961e-06,-0.892940631358875,0.097,0.161,0.109701506656143,"Plasma cell","PTPRS"
"NAPRT",5.39386684456021e-06,-0.431977305456808,0.091,0.155,0.11020209350121,"Plasma cell","NAPRT"
"CAPN2.1",5.39494740208098e-06,-0.810658269553541,0.413,0.375,0.110224170371917,"Plasma cell","CAPN2"
"ACO2",5.49377933919496e-06,-0.281392318407143,0.343,0.195,0.112243405679092,"Plasma cell","ACO2"
"CTNNAL1.1",5.52026835646199e-06,-0.494961150661589,0.059,0.121,0.112784602790875,"Plasma cell","CTNNAL1"
"ABRACL.1",5.59240841555165e-06,-0.283261664189911,0.244,0.138,0.114258496338136,"Plasma cell","ABRACL"
"MFSD10",5.61574418667573e-06,-0.560224227605591,0.147,0.204,0.114735269477972,"Plasma cell","MFSD10"
"TERF1.1",5.96016426276745e-06,-0.519192863148589,0.133,0.193,0.121772116052602,"Plasma cell","TERF1"
"NDUFB7",5.99511870261586e-06,-0.726945748719996,0.678,0.501,0.122486270213145,"Plasma cell","NDUFB7"
"UBA3",6.13444832126473e-06,-0.395890309199899,0.082,0.145,0.12533291365176,"Plasma cell","UBA3"
"RBBP6",6.16325220966203e-06,-0.258920259913993,0.276,0.157,0.125921405895605,"Plasma cell","RBBP6"
"PHF1.1",6.1977350823746e-06,-0.380951583454759,0.36,0.203,0.126625925467995,"Plasma cell","PHF1"
"LYZ.1",6.23040076376548e-06,-1.89679477185727,0.097,0.159,0.127293318004493,"Plasma cell","LYZ"
"THRA",6.2726413421429e-06,-0.320068270686335,0.042,0.102,0.128156335261322,"Plasma cell","THRA"
"CD82.1",6.3509788217165e-06,-0.454825571458986,0.065,0.128,0.12975684830649,"Plasma cell","CD82"
"NDUFAF2",6.40238166698562e-06,-0.512766353282078,0.124,0.184,0.130807059838183,"Plasma cell","NDUFAF2"
"PRMT1.1",6.55138569210295e-06,-0.722206349873158,0.436,0.388,0.133851361075355,"Plasma cell","PRMT1"
"MAT2A",6.57916813982804e-06,-0.652882872459543,0.179,0.23,0.134418984264827,"Plasma cell","MAT2A"
"MPHOSPH6.1",6.6626749765972e-06,-0.33224644052722,0.051,0.111,0.136125112446857,"Plasma cell","MPHOSPH6"
"NENF",6.73599660929198e-06,-0.756451310264656,0.667,0.495,0.137623146724444,"Plasma cell","NENF"
"SIGIRR",6.85300989643977e-06,-0.537105565238409,0.126,0.186,0.140013845194161,"Plasma cell","SIGIRR"
"AKAP1.1",6.92300511517073e-06,-0.336987593339886,0.042,0.101,0.141443917508053,"Plasma cell","AKAP1"
"ASAP1",7.04524710372464e-06,-0.317984219479179,0.042,0.101,0.143941443576198,"Plasma cell","ASAP1"
"MTIF3",7.14902867119582e-06,-0.325016339968368,0.448,0.254,0.146061804781202,"Plasma cell","MTIF3"
"SNRNP70",7.1828252602317e-06,-0.659041480762254,0.299,0.316,0.146752302891794,"Plasma cell","SNRNP70"
"HSPA2.1",7.18936596163295e-06,-0.456324780985971,0.061,0.122,0.146885935962123,"Plasma cell","HSPA2"
"BCLAF1",7.23094680244339e-06,-0.637300588013682,0.229,0.268,0.147735474120721,"Plasma cell","BCLAF1"
"TM2D3",7.4818603004822e-06,-0.530009501575959,0.16,0.215,0.152861887799152,"Plasma cell","TM2D3"
"RSF1.1",7.54387766687523e-06,-0.583797292068745,0.187,0.236,0.154128964611928,"Plasma cell","RSF1"
"STX7.1",7.55388475179809e-06,-0.503591591644406,0.143,0.203,0.154333419363987,"Plasma cell","STX7"
"KRR1",7.6447781261512e-06,-0.437073970969818,0.103,0.166,0.156190461895395,"Plasma cell","KRR1"
"GDI1",7.75767601271808e-06,-0.537778973214205,0.158,0.215,0.158497078615843,"Plasma cell","GDI1"
"COQ10B.1",7.76570035441677e-06,-0.514470632262451,0.143,0.2,0.158661023941089,"Plasma cell","COQ10B"
"RNF167",7.95033123753359e-06,-0.340683527350955,0.335,0.19,0.162433217514049,"Plasma cell","RNF167"
"BCL7C",8.15365116955568e-06,-0.41607656115724,0.093,0.155,0.166587247045192,"Plasma cell","BCL7C"
"CAMK2G",8.41241229072019e-06,-0.345892563360755,0.053,0.112,0.171873995511704,"Plasma cell","CAMK2G"
"MRPL23.1",8.45994610356345e-06,-0.325984628848589,0.434,0.246,0.172845158841905,"Plasma cell","MRPL23"
"LYRM4",8.58508499825146e-06,-0.382522016109012,0.078,0.14,0.175401871599276,"Plasma cell","LYRM4"
"RSRP1",8.8083399886819e-06,-0.397987759172427,0.461,0.263,0.17996319430876,"Plasma cell","RSRP1"
"AKR1B1.1",8.84936353185727e-06,-0.749630216888469,0.257,0.283,0.180801346319376,"Plasma cell","AKR1B1"
"PLD3.1",9.11368321964931e-06,-0.89645279601155,0.549,0.443,0.186201661860655,"Plasma cell","PLD3"
"PPP2R2A",9.28857828802196e-06,-0.490354783544519,0.135,0.193,0.189774943002577,"Plasma cell","PPP2R2A"
"HGSNAT",9.30207724467008e-06,-0.345113612427855,0.053,0.112,0.190050740185854,"Plasma cell","HGSNAT"
"MRPL55",9.38549312326405e-06,-0.353131248410784,0.491,0.273,0.191755010001408,"Plasma cell","MRPL55"
"TGOLN2.1",9.42198578855353e-06,-0.577702280881811,0.181,0.231,0.192500591645937,"Plasma cell","TGOLN2"
"MLF2",9.42488301527142e-06,-0.703343916465093,0.366,0.348,0.19255978488501,"Plasma cell","MLF2"
"PACSIN2",9.42694422350677e-06,-0.472132887288202,0.101,0.163,0.192601897430467,"Plasma cell","PACSIN2"
"SPTLC2",9.44565522846324e-06,-0.322356154579542,0.044,0.103,0.192984181972732,"Plasma cell","SPTLC2"
"COPS6",9.57429914980562e-06,-0.694187722018022,0.406,0.372,0.195612505929679,"Plasma cell","COPS6"
"TIPRL",9.81114643658454e-06,-0.406936790171857,0.088,0.15,0.200451532845859,"Plasma cell","TIPRL"
"MOB1A.1",1.00356751070614e-05,-0.623602514079158,0.219,0.258,0.205038878112371,"Plasma cell","MOB1A"
"NAE1.1",1.02072137553601e-05,-0.523610603323906,0.131,0.189,0.208543584235761,"Plasma cell","NAE1"
"MPG.1",1.03676145352646e-05,-0.373600272858441,0.528,0.292,0.211820732569991,"Plasma cell","MPG"
"NDUFA10",1.03738662909433e-05,-0.581407127754107,0.217,0.257,0.211948462190262,"Plasma cell","NDUFA10"
"ABCF2",1.0587016279488e-05,-0.299759791252149,0.046,0.105,0.21630332960622,"Plasma cell","ABCF2"
"PDCD6",1.07934709310539e-05,-0.642254478815991,0.299,0.311,0.220521404592362,"Plasma cell","PDCD6"
"CAPRIN1",1.11058977339624e-05,-0.425163841452684,0.101,0.161,0.226904596602587,"Plasma cell","CAPRIN1"
"NGDN",1.11376517676565e-05,-0.383701706232395,0.082,0.143,0.227553363264989,"Plasma cell","NGDN"
"TXNL4A",1.11391234151426e-05,-0.35439587427859,0.421,0.237,0.227583430494779,"Plasma cell","TXNL4A"
"SFT2D1.1",1.12606794272096e-05,-0.360201537695131,0.558,0.308,0.230066941377319,"Plasma cell","SFT2D1"
"PGRMC2.1",1.14673360141446e-05,-0.352354327118816,0.432,0.245,0.234289142104988,"Plasma cell","PGRMC2"
"RAB18",1.16966050990669e-05,-0.595881908734136,0.236,0.269,0.238973338779037,"Plasma cell","RAB18"
"UPF3B",1.20177332599299e-05,-0.331266666785479,0.051,0.109,0.245534308233627,"Plasma cell","UPF3B"
"POLR2M",1.21049297986768e-05,-0.339952211146456,0.057,0.116,0.247315820716765,"Plasma cell","POLR2M"
"CHORDC1",1.21606247467004e-05,-0.325921946302904,0.057,0.117,0.248453724199837,"Plasma cell","CHORDC1"
"SBNO1",1.24804917632511e-05,-0.414871906448549,0.086,0.147,0.254988927214983,"Plasma cell","SBNO1"
"ZNF148",1.30444244130685e-05,-0.418318777380093,0.088,0.149,0.266510635183403,"Plasma cell","ZNF148"
"BORCS7",1.30620704191104e-05,-0.514815319156357,0.141,0.196,0.266871160732844,"Plasma cell","BORCS7"
"NDUFB6",1.34059331196078e-05,-0.704388302752528,0.375,0.355,0.273896619566706,"Plasma cell","NDUFB6"
"LAMP2.1",1.34375746687272e-05,-0.397627257634859,0.558,0.305,0.274543088056766,"Plasma cell","LAMP2"
"UBE2A",1.36008706968659e-05,-0.587765605675935,0.225,0.262,0.277879389207667,"Plasma cell","UBE2A"
"SUSD6.1",1.37158144349126e-05,-0.311116060472135,0.046,0.104,0.280227804719699,"Plasma cell","SUSD6"
"GNPDA2",1.38546340305678e-05,-0.313050560814503,0.046,0.103,0.283064027878531,"Plasma cell","GNPDA2"
"PLK2.1",1.38917255560602e-05,-0.627372342815978,0.135,0.191,0.283821844835867,"Plasma cell","PLK2"
"THYN1",1.3956626145185e-05,-0.460954997214205,0.122,0.18,0.285147828772274,"Plasma cell","THYN1"
"IFT43",1.39601967648659e-05,-0.395355196479578,0.08,0.139,0.285220780102974,"Plasma cell","IFT43"
"TOR1AIP1",1.40210969848778e-05,-0.396318953949628,0.08,0.14,0.286465032498039,"Plasma cell","TOR1AIP1"
"TMEM261",1.40657109019404e-05,-0.577702822079503,0.213,0.253,0.287376539437544,"Plasma cell","TMEM261"
"LEPROTL1",1.42886483704167e-05,-0.721520633925945,0.173,0.221,0.291931374855984,"Plasma cell","LEPROTL1"
"EFCAB14",1.43432906280628e-05,-0.40136816907255,0.078,0.138,0.29304777082195,"Plasma cell","EFCAB14"
"TAOK3.1",1.43968511483194e-05,-0.486092907433118,0.122,0.181,0.294142065811313,"Plasma cell","TAOK3"
"TSNAX",1.44610654403187e-05,-0.490239426473312,0.133,0.189,0.295454028011152,"Plasma cell","TSNAX"
"PKN2",1.44948627848151e-05,-0.349934001674881,0.059,0.118,0.296144541556558,"Plasma cell","PKN2"
"PPP1R15A",1.45441092738344e-05,-0.926734622961387,0.537,0.441,0.29715069657371,"Plasma cell","PPP1R15A"
"SRFBP1",1.50435295109691e-05,-0.303587039506712,0.044,0.101,0.307354351438609,"Plasma cell","SRFBP1"
"PIN1",1.51765182287079e-05,-0.670721686326681,0.295,0.305,0.310071443930731,"Plasma cell","PIN1"
"CAMLG.1",1.524745007515e-05,-0.652434437560943,0.32,0.323,0.31152065248539,"Plasma cell","CAMLG"
"NAA20",1.53686941860212e-05,-0.624219168706677,0.248,0.275,0.313997790914599,"Plasma cell","NAA20"
"DBNL.1",1.59242908145965e-05,-0.657850457251698,0.261,0.283,0.325349185633021,"Plasma cell","DBNL"
"COMMD8",1.63777358388099e-05,-0.408223007384612,0.093,0.151,0.334613520922726,"Plasma cell","COMMD8"
"CTBS",1.65323938673222e-05,-0.251456740315812,0.251,0.144,0.33777333910326,"Plasma cell","CTBS"
"WBP2",1.68565786552505e-05,-0.633227309902786,0.295,0.306,0.344396758505423,"Plasma cell","WBP2"
"HTATSF1",1.70202710412184e-05,-0.418622446674863,0.101,0.16,0.347741157643133,"Plasma cell","HTATSF1"
"DCXR",1.78704927163167e-05,-0.391633985846842,0.392,0.224,0.365112036687067,"Plasma cell","DCXR"
"SERTAD3",1.7896298002204e-05,-0.458606386306952,0.116,0.173,0.36563926448303,"Plasma cell","SERTAD3"
"TUBB2A",1.79226166680376e-05,-0.527280729377642,0.103,0.162,0.366176981144675,"Plasma cell","TUBB2A"
"NOP16",1.80816995059556e-05,-0.418498352797546,0.084,0.143,0.369427202606179,"Plasma cell","NOP16"
"MITD1",1.82974192303992e-05,-0.402454684156695,0.076,0.135,0.373834572296286,"Plasma cell","MITD1"
"RICTOR.1",1.83413869161214e-05,-0.494522044766004,0.097,0.156,0.374732876083276,"Plasma cell","RICTOR"
"CARD16.1",1.8840116698156e-05,-0.551953714546931,0.122,0.179,0.384922424260025,"Plasma cell","CARD16"
"SPAG16",1.89718831378576e-05,-0.294229110255865,0.046,0.102,0.387614544389568,"Plasma cell","SPAG16"
"SMC3",1.91651639731236e-05,-0.535676895617579,0.154,0.205,0.391563465134889,"Plasma cell","SMC3"
"MCMBP",1.9473667794231e-05,-0.471254029132213,0.114,0.172,0.397866506703933,"Plasma cell","MCMBP"
"CDC5L",1.94876995843676e-05,-0.450478530248176,0.116,0.173,0.398153190208214,"Plasma cell","CDC5L"
"RBL2",1.94992724938858e-05,-0.411049927772652,0.076,0.134,0.398389636322581,"Plasma cell","RBL2"
"GOLT1B",1.96698682599203e-05,-0.269437305995009,0.282,0.163,0.401875078418432,"Plasma cell","GOLT1B"
"AP2A2.1",1.9821303430522e-05,-0.398207882250129,0.086,0.145,0.404969050388994,"Plasma cell","AP2A2"
"NDUFS6.1",1.98373048820561e-05,-0.710083780120949,0.545,0.435,0.405295976045288,"Plasma cell","NDUFS6"
"PITPNB.1",1.98794813652302e-05,-0.524565613157083,0.152,0.204,0.406157683773018,"Plasma cell","PITPNB"
"UTP6",2.04045819382929e-05,-0.332532359002708,0.059,0.116,0.416886013581263,"Plasma cell","UTP6"
"CAMTA1",2.05734110696441e-05,-0.73085495704636,0.383,0.355,0.420335361563899,"Plasma cell","CAMTA1"
"NONO",2.10261048266596e-05,-0.578674910680785,0.221,0.258,0.429584347713482,"Plasma cell","NONO"
"SNHG15",2.12002255575589e-05,-0.472174167701994,0.107,0.166,0.433141808366486,"Plasma cell","SNHG15"
"RP11-294J22.6",2.13842392588797e-05,-0.404124641184609,0.065,0.122,0.436901392298171,"Plasma cell","RP11-294J22.6"
"GFM1",2.18955110018317e-05,-0.398711806973626,0.063,0.121,0.447347185278423,"Plasma cell","GFM1"
"IER3.1",2.19190941510511e-05,-1.10718279062967,0.267,0.287,0.447829012600125,"Plasma cell","IER3"
"NSMCE1",2.20913107679175e-05,-0.553609762165476,0.183,0.227,0.451347570299323,"Plasma cell","NSMCE1"
"SECISBP2",2.27423881868126e-05,-0.273288003468644,0.251,0.145,0.464649733044769,"Plasma cell","SECISBP2"
"BAZ1A",2.30560994282098e-05,-0.586145805326354,0.156,0.206,0.471059167417755,"Plasma cell","BAZ1A"
"IMPDH2.1",2.31640749982689e-05,-0.716764493084779,0.328,0.324,0.473265216289633,"Plasma cell","IMPDH2"
"SMIM14.1",2.41691275890728e-05,-0.656646766388204,0.211,0.247,0.493799445772346,"Plasma cell","SMIM14"
"FKBP3",2.42085032792876e-05,-0.517667522065042,0.168,0.218,0.494603930499124,"Plasma cell","FKBP3"
"COPZ1",2.42229740475338e-05,-0.318445490224951,0.484,0.275,0.494899582765162,"Plasma cell","COPZ1"
"NDUFB10",2.52233316810053e-05,-0.700859328449056,0.611,0.469,0.515337889574619,"Plasma cell","NDUFB10"
"C1orf43",2.58667231423115e-05,-0.675265912039531,0.427,0.378,0.528483020520566,"Plasma cell","C1orf43"
"GALNT11",2.59209599631573e-05,-0.355641620420755,0.065,0.122,0.529591133007267,"Plasma cell","GALNT11"
"RNPEP.1",2.61707826957098e-05,-0.404263623967918,0.095,0.151,0.534695261256046,"Plasma cell","RNPEP"
"PRKAA1",2.6242503940996e-05,-0.350478852320489,0.063,0.12,0.536160598018489,"Plasma cell","PRKAA1"
"SIPA1",2.65414681079607e-05,-0.37465143878761,0.059,0.116,0.542268734913744,"Plasma cell","SIPA1"
"BLOC1S2",2.65694212179586e-05,-0.464432564778001,0.116,0.171,0.542839844904112,"Plasma cell","BLOC1S2"
"DNM1L",2.77521836576578e-05,-0.279944679904062,0.051,0.106,0.567004864309606,"Plasma cell","DNM1L"
"PUM1",2.7806983179708e-05,-0.338265384173453,0.065,0.122,0.568124473344614,"Plasma cell","PUM1"
"CLOCK",2.80696799115255e-05,-0.341579644019526,0.057,0.113,0.573491630272377,"Plasma cell","CLOCK"
"TUBB4B.1",2.85377879759906e-05,-0.743562957150557,0.661,0.503,0.583055546137465,"Plasma cell","TUBB4B"
"CD44",2.85925164604696e-05,-0.95264091374028,0.472,0.405,0.584173703803854,"Plasma cell","CD44"
"RAB10",2.93596579096513e-05,-0.670900985541392,0.274,0.288,0.599847170752086,"Plasma cell","RAB10"
"SMAGP",2.95613417898588e-05,-0.376201155831597,0.055,0.11,0.603967774108605,"Plasma cell","SMAGP"
"COPS7A",2.96320278217324e-05,-0.354544618891387,0.076,0.132,0.605411960425815,"Plasma cell","COPS7A"
"KRAS",3.02912055868897e-05,-0.431918747348791,0.103,0.16,0.618879621345743,"Plasma cell","KRAS"
"CPQ.1",3.09441584824334e-05,-0.721753419975879,0.265,0.285,0.632220101954598,"Plasma cell","CPQ"
"GTF3C6",3.14441186925269e-05,-0.589693240824251,0.213,0.247,0.642434789007017,"Plasma cell","GTF3C6"
"CTNNBL1",3.15082064972659e-05,-0.409256606738864,0.099,0.155,0.64374416694564,"Plasma cell","CTNNBL1"
"FAM50A.1",3.18579965188254e-05,-0.562729999525237,0.215,0.251,0.650890726876122,"Plasma cell","FAM50A"
"PSMB5.1",3.27858232812774e-05,-0.722171763279376,0.459,0.392,0.669847155459779,"Plasma cell","PSMB5"
"SNX5.1",3.29248420703633e-05,-0.506122827112875,0.156,0.205,0.672687448339593,"Plasma cell","SNX5"
"BUD31",3.29843004936913e-05,-0.69701304314374,0.364,0.341,0.673902243386607,"Plasma cell","BUD31"
"TRIAP1",3.33066149069149e-05,-0.350300225190208,0.078,0.134,0.680487449163178,"Plasma cell","TRIAP1"
"TFAM",3.3647156218341e-05,-0.331374011448828,0.063,0.119,0.687445048696924,"Plasma cell","TFAM"
"EI24.1",3.38031649024823e-05,-0.584332975493932,0.244,0.27,0.690632462122616,"Plasma cell","EI24"
"EIF4E2",3.40056046507004e-05,-0.424506231383194,0.107,0.162,0.694768508618461,"Plasma cell","EIF4E2"
"PDCD5.1",3.42118094114507e-05,-0.714621929996836,0.362,0.342,0.698981478085349,"Plasma cell","PDCD5"
"AFF4",3.42484210377736e-05,-0.350948271042286,0.072,0.128,0.699729490222752,"Plasma cell","AFF4"
"TOX4",3.45410610589209e-05,-0.448577790135513,0.124,0.178,0.705708418494813,"Plasma cell","TOX4"
"NEK7",3.48732269567936e-05,-0.429905703905904,0.086,0.142,0.71249489995425,"Plasma cell","NEK7"
"SAE1",3.51379004115851e-05,-0.416392907281716,0.109,0.165,0.717902443309096,"Plasma cell","SAE1"
"MXRA7.1",3.51659705956719e-05,-0.329453866391649,0.057,0.111,0.718475945240173,"Plasma cell","MXRA7"
"ARF3.1",3.52725502355396e-05,-0.491375420038623,0.147,0.197,0.72065347386231,"Plasma cell","ARF3"
